,id,province,country,lat,long,date,cases,fatalities,capital,humidity,sunHour,tempC,windspeedKmph
4026,6082,Jilin,China,43.6661,126.1923,2020-02-27,93.0,1.0,Beijing,39,8.7,8,12
4027,6175,Liaoning,China,41.2956,122.6085,2020-02-27,121.0,1.0,Beijing,39,8.7,8,12
4028,6268,Macau,China,22.1667,113.55,2020-02-27,10.0,0.0,Beijing,39,8.7,8,12
4029,6361,Ningxia,China,37.2692,106.1655,2020-02-27,72.0,0.0,Beijing,39,8.7,8,12
4030,6454,Qinghai,China,35.7452,95.9956,2020-02-27,18.0,0.0,Beijing,39,8.7,8,12
4031,6547,Shaanxi,China,35.1917,108.8701,2020-02-27,245.0,1.0,Beijing,39,8.7,8,12
4032,6640,Shandong,China,36.3427,118.1498,2020-02-27,756.0,6.0,Beijing,39,8.7,8,12
4033,6733,Shanghai,China,31.202,121.4491,2020-02-27,337.0,3.0,Beijing,39,8.7,8,12
4034,6826,Shanxi,China,37.5777,112.2922,2020-02-27,133.0,0.0,Beijing,39,8.7,8,12
4035,6919,Sichuan,China,30.6171,102.7103,2020-02-27,534.0,3.0,Beijing,39,8.7,8,12
4036,7012,Tianjin,China,39.3054,117.323,2020-02-27,136.0,3.0,Beijing,39,8.7,8,12
4037,7105,Tibet,China,31.6927,88.0924,2020-02-27,1.0,0.0,Beijing,39,8.7,8,12
4038,7198,Xinjiang,China,41.1129,85.2401,2020-02-27,76.0,2.0,Beijing,39,8.7,8,12
4039,7291,Yunnan,China,24.974,101.487,2020-02-27,174.0,2.0,Beijing,39,8.7,8,12
4040,7384,Zhejiang,China,29.1832,120.0934,2020-02-27,1205.0,1.0,Beijing,39,8.7,8,12
4041,4409,Anhui,China,31.8257,117.2264,2020-02-28,990.0,6.0,Beijing,37,11.5,12,4
4042,4502,Beijing,China,40.1824,116.4142,2020-02-28,410.0,7.0,Beijing,37,11.5,12,4
4043,4595,Chongqing,China,30.0572,107.874,2020-02-28,576.0,6.0,Beijing,37,11.5,12,4
4044,4688,Fujian,China,26.0789,117.9874,2020-02-28,296.0,1.0,Beijing,37,11.5,12,4
4045,4781,Gansu,China,37.8099,101.0583,2020-02-28,91.0,2.0,Beijing,37,11.5,12,4
4046,4874,Guangdong,China,23.3417,113.4244,2020-02-28,1348.0,7.0,Beijing,37,11.5,12,4
4047,4967,Guangxi,China,23.8298,108.7881,2020-02-28,252.0,2.0,Beijing,37,11.5,12,4
4048,5060,Guizhou,China,26.8154,106.8748,2020-02-28,146.0,2.0,Beijing,37,11.5,12,4
4049,5153,Hainan,China,19.1959,109.7453,2020-02-28,168.0,5.0,Beijing,37,11.5,12,4
4050,5246,Hebei,China,39.549,116.1306,2020-02-28,318.0,6.0,Beijing,37,11.5,12,4
4051,5339,Heilongjiang,China,47.862,127.7615,2020-02-28,480.0,13.0,Beijing,37,11.5,12,4
4052,5432,Henan,China,33.882,113.614,2020-02-28,1272.0,20.0,Beijing,37,11.5,12,4
4053,5525,Hong Kong,China,22.3,114.2,2020-02-28,94.0,2.0,Beijing,37,11.5,12,4
4054,5618,Hubei,China,30.9756,112.2707,2020-02-28,65914.0,2682.0,Beijing,37,11.5,12,4
4055,5711,Hunan,China,27.6104,111.7088,2020-02-28,1017.0,4.0,Beijing,37,11.5,12,4
4056,5804,Inner Mongolia,China,44.0935,113.9448,2020-02-28,75.0,0.0,Beijing,37,11.5,12,4
4057,5897,Jiangsu,China,32.9711,119.455,2020-02-28,631.0,0.0,Beijing,37,11.5,12,4
4058,5990,Jiangxi,China,27.614,115.7221,2020-02-28,935.0,1.0,Beijing,37,11.5,12,4
4059,6083,Jilin,China,43.6661,126.1923,2020-02-28,93.0,1.0,Beijing,37,11.5,12,4
4060,6176,Liaoning,China,41.2956,122.6085,2020-02-28,121.0,1.0,Beijing,37,11.5,12,4
4061,6269,Macau,China,22.1667,113.55,2020-02-28,10.0,0.0,Beijing,37,11.5,12,4
4062,6362,Ningxia,China,37.2692,106.1655,2020-02-28,72.0,0.0,Beijing,37,11.5,12,4
4063,6455,Qinghai,China,35.7452,95.9956,2020-02-28,18.0,0.0,Beijing,37,11.5,12,4
4064,6548,Shaanxi,China,35.1917,108.8701,2020-02-28,245.0,1.0,Beijing,37,11.5,12,4
4065,6641,Shandong,China,36.3427,118.1498,2020-02-28,756.0,6.0,Beijing,37,11.5,12,4
4066,6734,Shanghai,China,31.202,121.4491,2020-02-28,337.0,3.0,Beijing,37,11.5,12,4
4067,6827,Shanxi,China,37.5777,112.2922,2020-02-28,133.0,0.0,Beijing,37,11.5,12,4
4068,6920,Sichuan,China,30.6171,102.7103,2020-02-28,538.0,3.0,Beijing,37,11.5,12,4
4069,7013,Tianjin,China,39.3054,117.323,2020-02-28,136.0,3.0,Beijing,37,11.5,12,4
4070,7106,Tibet,China,31.6927,88.0924,2020-02-28,1.0,0.0,Beijing,37,11.5,12,4
4071,7199,Xinjiang,China,41.1129,85.2401,2020-02-28,76.0,3.0,Beijing,37,11.5,12,4
4072,7292,Yunnan,China,24.974,101.487,2020-02-28,174.0,2.0,Beijing,37,11.5,12,4
4073,7385,Zhejiang,China,29.1832,120.0934,2020-02-28,1205.0,1.0,Beijing,37,11.5,12,4
4074,4410,Anhui,China,31.8257,117.2264,2020-02-29,990.0,6.0,Beijing,56,8.7,9,4
4075,4503,Beijing,China,40.1824,116.4142,2020-02-29,411.0,8.0,Beijing,56,8.7,9,4
4076,4596,Chongqing,China,30.0572,107.874,2020-02-29,576.0,6.0,Beijing,56,8.7,9,4
4077,4689,Fujian,China,26.0789,117.9874,2020-02-29,296.0,1.0,Beijing,56,8.7,9,4
4078,4782,Gansu,China,37.8099,101.0583,2020-02-29,91.0,2.0,Beijing,56,8.7,9,4
4079,4875,Guangdong,China,23.3417,113.4244,2020-02-29,1349.0,7.0,Beijing,56,8.7,9,4
4080,4968,Guangxi,China,23.8298,108.7881,2020-02-29,252.0,2.0,Beijing,56,8.7,9,4
4081,5061,Guizhou,China,26.8154,106.8748,2020-02-29,146.0,2.0,Beijing,56,8.7,9,4
4082,5154,Hainan,China,19.1959,109.7453,2020-02-29,168.0,5.0,Beijing,56,8.7,9,4
4083,5247,Hebei,China,39.549,116.1306,2020-02-29,318.0,6.0,Beijing,56,8.7,9,4
4084,5340,Heilongjiang,China,47.862,127.7615,2020-02-29,480.0,13.0,Beijing,56,8.7,9,4
4085,5433,Henan,China,33.882,113.614,2020-02-29,1272.0,21.0,Beijing,56,8.7,9,4
4086,5526,Hong Kong,China,22.3,114.2,2020-02-29,95.0,2.0,Beijing,56,8.7,9,4
4087,5619,Hubei,China,30.9756,112.2707,2020-02-29,66337.0,2727.0,Beijing,56,8.7,9,4
4088,5712,Hunan,China,27.6104,111.7088,2020-02-29,1018.0,4.0,Beijing,56,8.7,9,4
4089,5805,Inner Mongolia,China,44.0935,113.9448,2020-02-29,75.0,0.0,Beijing,56,8.7,9,4
4090,5898,Jiangsu,China,32.9711,119.455,2020-02-29,631.0,0.0,Beijing,56,8.7,9,4
4091,5991,Jiangxi,China,27.614,115.7221,2020-02-29,935.0,1.0,Beijing,56,8.7,9,4
4092,6084,Jilin,China,43.6661,126.1923,2020-02-29,93.0,1.0,Beijing,56,8.7,9,4
4093,6177,Liaoning,China,41.2956,122.6085,2020-02-29,121.0,1.0,Beijing,56,8.7,9,4
4094,6270,Macau,China,22.1667,113.55,2020-02-29,10.0,0.0,Beijing,56,8.7,9,4
4095,6363,Ningxia,China,37.2692,106.1655,2020-02-29,73.0,0.0,Beijing,56,8.7,9,4
4096,6456,Qinghai,China,35.7452,95.9956,2020-02-29,18.0,0.0,Beijing,56,8.7,9,4
4097,6549,Shaanxi,China,35.1917,108.8701,2020-02-29,245.0,1.0,Beijing,56,8.7,9,4
4098,6642,Shandong,China,36.3427,118.1498,2020-02-29,756.0,6.0,Beijing,56,8.7,9,4
4099,6735,Shanghai,China,31.202,121.4491,2020-02-29,337.0,3.0,Beijing,56,8.7,9,4
4100,6828,Shanxi,China,37.5777,112.2922,2020-02-29,133.0,0.0,Beijing,56,8.7,9,4
4101,6921,Sichuan,China,30.6171,102.7103,2020-02-29,538.0,3.0,Beijing,56,8.7,9,4
4102,7014,Tianjin,China,39.3054,117.323,2020-02-29,136.0,3.0,Beijing,56,8.7,9,4
4103,7107,Tibet,China,31.6927,88.0924,2020-02-29,1.0,0.0,Beijing,56,8.7,9,4
4104,7200,Xinjiang,China,41.1129,85.2401,2020-02-29,76.0,3.0,Beijing,56,8.7,9,4
4105,7293,Yunnan,China,24.974,101.487,2020-02-29,174.0,2.0,Beijing,56,8.7,9,4
4106,7386,Zhejiang,China,29.1832,120.0934,2020-02-29,1205.0,1.0,Beijing,56,8.7,9,4
4107,4411,Anhui,China,31.8257,117.2264,2020-03-01,990.0,6.0,Beijing,31,11.6,10,13
4108,4504,Beijing,China,40.1824,116.4142,2020-03-01,413.0,8.0,Beijing,31,11.6,10,13
4109,4597,Chongqing,China,30.0572,107.874,2020-03-01,576.0,6.0,Beijing,31,11.6,10,13
4110,4690,Fujian,China,26.0789,117.9874,2020-03-01,296.0,1.0,Beijing,31,11.6,10,13
4111,4783,Gansu,China,37.8099,101.0583,2020-03-01,91.0,2.0,Beijing,31,11.6,10,13
4112,4876,Guangdong,China,23.3417,113.4244,2020-03-01,1349.0,7.0,Beijing,31,11.6,10,13
4113,4969,Guangxi,China,23.8298,108.7881,2020-03-01,252.0,2.0,Beijing,31,11.6,10,13
4114,5062,Guizhou,China,26.8154,106.8748,2020-03-01,146.0,2.0,Beijing,31,11.6,10,13
4115,5155,Hainan,China,19.1959,109.7453,2020-03-01,168.0,5.0,Beijing,31,11.6,10,13
4116,5248,Hebei,China,39.549,116.1306,2020-03-01,318.0,6.0,Beijing,31,11.6,10,13
4117,5341,Heilongjiang,China,47.862,127.7615,2020-03-01,480.0,13.0,Beijing,31,11.6,10,13
4118,5434,Henan,China,33.882,113.614,2020-03-01,1272.0,22.0,Beijing,31,11.6,10,13
4119,5527,Hong Kong,China,22.3,114.2,2020-03-01,96.0,2.0,Beijing,31,11.6,10,13
4120,5620,Hubei,China,30.9756,112.2707,2020-03-01,66907.0,2761.0,Beijing,31,11.6,10,13
4121,5713,Hunan,China,27.6104,111.7088,2020-03-01,1018.0,4.0,Beijing,31,11.6,10,13
4122,5806,Inner Mongolia,China,44.0935,113.9448,2020-03-01,75.0,0.0,Beijing,31,11.6,10,13
4123,5899,Jiangsu,China,32.9711,119.455,2020-03-01,631.0,0.0,Beijing,31,11.6,10,13
4124,5992,Jiangxi,China,27.614,115.7221,2020-03-01,935.0,1.0,Beijing,31,11.6,10,13
4125,6085,Jilin,China,43.6661,126.1923,2020-03-01,93.0,1.0,Beijing,31,11.6,10,13
4126,6178,Liaoning,China,41.2956,122.6085,2020-03-01,122.0,1.0,Beijing,31,11.6,10,13
4127,6271,Macau,China,22.1667,113.55,2020-03-01,10.0,0.0,Beijing,31,11.6,10,13
4128,6364,Ningxia,China,37.2692,106.1655,2020-03-01,73.0,0.0,Beijing,31,11.6,10,13
4129,6457,Qinghai,China,35.7452,95.9956,2020-03-01,18.0,0.0,Beijing,31,11.6,10,13
4130,6550,Shaanxi,China,35.1917,108.8701,2020-03-01,245.0,1.0,Beijing,31,11.6,10,13
4131,6643,Shandong,China,36.3427,118.1498,2020-03-01,758.0,6.0,Beijing,31,11.6,10,13
4132,6736,Shanghai,China,31.202,121.4491,2020-03-01,337.0,3.0,Beijing,31,11.6,10,13
4133,6829,Shanxi,China,37.5777,112.2922,2020-03-01,133.0,0.0,Beijing,31,11.6,10,13
4134,6922,Sichuan,China,30.6171,102.7103,2020-03-01,538.0,3.0,Beijing,31,11.6,10,13
4135,7015,Tianjin,China,39.3054,117.323,2020-03-01,136.0,3.0,Beijing,31,11.6,10,13
4136,7108,Tibet,China,31.6927,88.0924,2020-03-01,1.0,0.0,Beijing,31,11.6,10,13
4137,7201,Xinjiang,China,41.1129,85.2401,2020-03-01,76.0,3.0,Beijing,31,11.6,10,13
4138,7294,Yunnan,China,24.974,101.487,2020-03-01,174.0,2.0,Beijing,31,11.6,10,13
4139,7387,Zhejiang,China,29.1832,120.0934,2020-03-01,1205.0,1.0,Beijing,31,11.6,10,13
4140,4412,Anhui,China,31.8257,117.2264,2020-03-02,990.0,6.0,Beijing,30,11.6,11,10
4141,4505,Beijing,China,40.1824,116.4142,2020-03-02,414.0,8.0,Beijing,30,11.6,11,10
4142,4598,Chongqing,China,30.0572,107.874,2020-03-02,576.0,6.0,Beijing,30,11.6,11,10
4143,4691,Fujian,China,26.0789,117.9874,2020-03-02,296.0,1.0,Beijing,30,11.6,11,10
4144,4784,Gansu,China,37.8099,101.0583,2020-03-02,91.0,2.0,Beijing,30,11.6,11,10
4145,4877,Guangdong,China,23.3417,113.4244,2020-03-02,1350.0,7.0,Beijing,30,11.6,11,10
4146,4970,Guangxi,China,23.8298,108.7881,2020-03-02,252.0,2.0,Beijing,30,11.6,11,10
4147,5063,Guizhou,China,26.8154,106.8748,2020-03-02,146.0,2.0,Beijing,30,11.6,11,10
4148,5156,Hainan,China,19.1959,109.7453,2020-03-02,168.0,5.0,Beijing,30,11.6,11,10
4149,5249,Hebei,China,39.549,116.1306,2020-03-02,318.0,6.0,Beijing,30,11.6,11,10
4150,5342,Heilongjiang,China,47.862,127.7615,2020-03-02,480.0,13.0,Beijing,30,11.6,11,10
4151,5435,Henan,China,33.882,113.614,2020-03-02,1272.0,22.0,Beijing,30,11.6,11,10
4152,5528,Hong Kong,China,22.3,114.2,2020-03-02,100.0,2.0,Beijing,30,11.6,11,10
4153,5621,Hubei,China,30.9756,112.2707,2020-03-02,67103.0,2803.0,Beijing,30,11.6,11,10
4154,5714,Hunan,China,27.6104,111.7088,2020-03-02,1018.0,4.0,Beijing,30,11.6,11,10
4155,5807,Inner Mongolia,China,44.0935,113.9448,2020-03-02,75.0,0.0,Beijing,30,11.6,11,10
4156,5900,Jiangsu,China,32.9711,119.455,2020-03-02,631.0,0.0,Beijing,30,11.6,11,10
4157,5993,Jiangxi,China,27.614,115.7221,2020-03-02,935.0,1.0,Beijing,30,11.6,11,10
4158,6086,Jilin,China,43.6661,126.1923,2020-03-02,93.0,1.0,Beijing,30,11.6,11,10
4159,6179,Liaoning,China,41.2956,122.6085,2020-03-02,122.0,1.0,Beijing,30,11.6,11,10
4160,6272,Macau,China,22.1667,113.55,2020-03-02,10.0,0.0,Beijing,30,11.6,11,10
4161,6365,Ningxia,China,37.2692,106.1655,2020-03-02,74.0,0.0,Beijing,30,11.6,11,10
4162,6458,Qinghai,China,35.7452,95.9956,2020-03-02,18.0,0.0,Beijing,30,11.6,11,10
4163,6551,Shaanxi,China,35.1917,108.8701,2020-03-02,245.0,1.0,Beijing,30,11.6,11,10
4164,6644,Shandong,China,36.3427,118.1498,2020-03-02,758.0,6.0,Beijing,30,11.6,11,10
4165,6737,Shanghai,China,31.202,121.4491,2020-03-02,337.0,3.0,Beijing,30,11.6,11,10
4166,6830,Shanxi,China,37.5777,112.2922,2020-03-02,133.0,0.0,Beijing,30,11.6,11,10
4167,6923,Sichuan,China,30.6171,102.7103,2020-03-02,538.0,3.0,Beijing,30,11.6,11,10
4168,7016,Tianjin,China,39.3054,117.323,2020-03-02,136.0,3.0,Beijing,30,11.6,11,10
4169,7109,Tibet,China,31.6927,88.0924,2020-03-02,1.0,0.0,Beijing,30,11.6,11,10
4170,7202,Xinjiang,China,41.1129,85.2401,2020-03-02,76.0,3.0,Beijing,30,11.6,11,10
4171,7295,Yunnan,China,24.974,101.487,2020-03-02,174.0,2.0,Beijing,30,11.6,11,10
4172,7388,Zhejiang,China,29.1832,120.0934,2020-03-02,1206.0,1.0,Beijing,30,11.6,11,10
4173,4413,Anhui,China,31.8257,117.2264,2020-03-03,990.0,6.0,Beijing,24,11.6,8,18
4174,4506,Beijing,China,40.1824,116.4142,2020-03-03,414.0,8.0,Beijing,24,11.6,8,18
4175,4599,Chongqing,China,30.0572,107.874,2020-03-03,576.0,6.0,Beijing,24,11.6,8,18
4176,4692,Fujian,China,26.0789,117.9874,2020-03-03,296.0,1.0,Beijing,24,11.6,8,18
4177,4785,Gansu,China,37.8099,101.0583,2020-03-03,91.0,2.0,Beijing,24,11.6,8,18
4178,4878,Guangdong,China,23.3417,113.4244,2020-03-03,1350.0,7.0,Beijing,24,11.6,8,18
4179,4971,Guangxi,China,23.8298,108.7881,2020-03-03,252.0,2.0,Beijing,24,11.6,8,18
4180,5064,Guizhou,China,26.8154,106.8748,2020-03-03,146.0,2.0,Beijing,24,11.6,8,18
4181,5157,Hainan,China,19.1959,109.7453,2020-03-03,168.0,5.0,Beijing,24,11.6,8,18
4182,5250,Hebei,China,39.549,116.1306,2020-03-03,318.0,6.0,Beijing,24,11.6,8,18
4183,5343,Heilongjiang,China,47.862,127.7615,2020-03-03,480.0,13.0,Beijing,24,11.6,8,18
4184,5436,Henan,China,33.882,113.614,2020-03-03,1272.0,22.0,Beijing,24,11.6,8,18
4185,5529,Hong Kong,China,22.3,114.2,2020-03-03,100.0,2.0,Beijing,24,11.6,8,18
4186,5622,Hubei,China,30.9756,112.2707,2020-03-03,67217.0,2835.0,Beijing,24,11.6,8,18
4187,5715,Hunan,China,27.6104,111.7088,2020-03-03,1018.0,4.0,Beijing,24,11.6,8,18
4188,5808,Inner Mongolia,China,44.0935,113.9448,2020-03-03,75.0,1.0,Beijing,24,11.6,8,18
4189,5901,Jiangsu,China,32.9711,119.455,2020-03-03,631.0,0.0,Beijing,24,11.6,8,18
4190,5994,Jiangxi,China,27.614,115.7221,2020-03-03,935.0,1.0,Beijing,24,11.6,8,18
4191,6087,Jilin,China,43.6661,126.1923,2020-03-03,93.0,1.0,Beijing,24,11.6,8,18
4192,6180,Liaoning,China,41.2956,122.6085,2020-03-03,125.0,1.0,Beijing,24,11.6,8,18
4193,6273,Macau,China,22.1667,113.55,2020-03-03,10.0,0.0,Beijing,24,11.6,8,18
4194,6366,Ningxia,China,37.2692,106.1655,2020-03-03,74.0,0.0,Beijing,24,11.6,8,18
4195,6459,Qinghai,China,35.7452,95.9956,2020-03-03,18.0,0.0,Beijing,24,11.6,8,18
4196,6552,Shaanxi,China,35.1917,108.8701,2020-03-03,245.0,1.0,Beijing,24,11.6,8,18
4197,6645,Shandong,China,36.3427,118.1498,2020-03-03,758.0,6.0,Beijing,24,11.6,8,18
4198,6738,Shanghai,China,31.202,121.4491,2020-03-03,338.0,3.0,Beijing,24,11.6,8,18
4199,6831,Shanxi,China,37.5777,112.2922,2020-03-03,133.0,0.0,Beijing,24,11.6,8,18
4200,6924,Sichuan,China,30.6171,102.7103,2020-03-03,538.0,3.0,Beijing,24,11.6,8,18
4201,7017,Tianjin,China,39.3054,117.323,2020-03-03,136.0,3.0,Beijing,24,11.6,8,18
4202,7110,Tibet,China,31.6927,88.0924,2020-03-03,1.0,0.0,Beijing,24,11.6,8,18
4203,7203,Xinjiang,China,41.1129,85.2401,2020-03-03,76.0,3.0,Beijing,24,11.6,8,18
4204,7296,Yunnan,China,24.974,101.487,2020-03-03,174.0,2.0,Beijing,24,11.6,8,18
4205,7389,Zhejiang,China,29.1832,120.0934,2020-03-03,1213.0,1.0,Beijing,24,11.6,8,18
4206,4414,Anhui,China,31.8257,117.2264,2020-03-04,990.0,6.0,Beijing,18,11.6,12,9
4207,4507,Beijing,China,40.1824,116.4142,2020-03-04,418.0,8.0,Beijing,18,11.6,12,9
4208,4600,Chongqing,China,30.0572,107.874,2020-03-04,576.0,6.0,Beijing,18,11.6,12,9
4209,4693,Fujian,China,26.0789,117.9874,2020-03-04,296.0,1.0,Beijing,18,11.6,12,9
4210,4786,Gansu,China,37.8099,101.0583,2020-03-04,91.0,2.0,Beijing,18,11.6,12,9
4211,4879,Guangdong,China,23.3417,113.4244,2020-03-04,1350.0,7.0,Beijing,18,11.6,12,9
4212,4972,Guangxi,China,23.8298,108.7881,2020-03-04,252.0,2.0,Beijing,18,11.6,12,9
4213,5065,Guizhou,China,26.8154,106.8748,2020-03-04,146.0,2.0,Beijing,18,11.6,12,9
4214,5158,Hainan,China,19.1959,109.7453,2020-03-04,168.0,5.0,Beijing,18,11.6,12,9
4215,5251,Hebei,China,39.549,116.1306,2020-03-04,318.0,6.0,Beijing,18,11.6,12,9
4216,5344,Heilongjiang,China,47.862,127.7615,2020-03-04,480.0,13.0,Beijing,18,11.6,12,9
4217,5437,Henan,China,33.882,113.614,2020-03-04,1272.0,22.0,Beijing,18,11.6,12,9
4218,5530,Hong Kong,China,22.3,114.2,2020-03-04,105.0,2.0,Beijing,18,11.6,12,9
4219,5623,Hubei,China,30.9756,112.2707,2020-03-04,67332.0,2871.0,Beijing,18,11.6,12,9
4220,5716,Hunan,China,27.6104,111.7088,2020-03-04,1018.0,4.0,Beijing,18,11.6,12,9
4221,5809,Inner Mongolia,China,44.0935,113.9448,2020-03-04,75.0,1.0,Beijing,18,11.6,12,9
4222,5902,Jiangsu,China,32.9711,119.455,2020-03-04,631.0,0.0,Beijing,18,11.6,12,9
4223,5995,Jiangxi,China,27.614,115.7221,2020-03-04,935.0,1.0,Beijing,18,11.6,12,9
4224,6088,Jilin,China,43.6661,126.1923,2020-03-04,93.0,1.0,Beijing,18,11.6,12,9
4225,6181,Liaoning,China,41.2956,122.6085,2020-03-04,125.0,1.0,Beijing,18,11.6,12,9
4226,6274,Macau,China,22.1667,113.55,2020-03-04,10.0,0.0,Beijing,18,11.6,12,9
4227,6367,Ningxia,China,37.2692,106.1655,2020-03-04,75.0,0.0,Beijing,18,11.6,12,9
4228,6460,Qinghai,China,35.7452,95.9956,2020-03-04,18.0,0.0,Beijing,18,11.6,12,9
4229,6553,Shaanxi,China,35.1917,108.8701,2020-03-04,245.0,1.0,Beijing,18,11.6,12,9
4230,6646,Shandong,China,36.3427,118.1498,2020-03-04,758.0,6.0,Beijing,18,11.6,12,9
4231,6739,Shanghai,China,31.202,121.4491,2020-03-04,338.0,3.0,Beijing,18,11.6,12,9
4232,6832,Shanxi,China,37.5777,112.2922,2020-03-04,133.0,0.0,Beijing,18,11.6,12,9
4233,6925,Sichuan,China,30.6171,102.7103,2020-03-04,538.0,3.0,Beijing,18,11.6,12,9
4234,7018,Tianjin,China,39.3054,117.323,2020-03-04,136.0,3.0,Beijing,18,11.6,12,9
4235,7111,Tibet,China,31.6927,88.0924,2020-03-04,1.0,0.0,Beijing,18,11.6,12,9
4236,7204,Xinjiang,China,41.1129,85.2401,2020-03-04,76.0,3.0,Beijing,18,11.6,12,9
4237,7297,Yunnan,China,24.974,101.487,2020-03-04,174.0,2.0,Beijing,18,11.6,12,9
4238,7390,Zhejiang,China,29.1832,120.0934,2020-03-04,1213.0,1.0,Beijing,18,11.6,12,9
4239,4415,Anhui,China,31.8257,117.2264,2020-03-05,990.0,6.0,Beijing,25,11.6,10,8
4240,4508,Beijing,China,40.1824,116.4142,2020-03-05,418.0,8.0,Beijing,25,11.6,10,8
4241,4601,Chongqing,China,30.0572,107.874,2020-03-05,576.0,6.0,Beijing,25,11.6,10,8
4242,4694,Fujian,China,26.0789,117.9874,2020-03-05,296.0,1.0,Beijing,25,11.6,10,8
4243,4787,Gansu,China,37.8099,101.0583,2020-03-05,102.0,2.0,Beijing,25,11.6,10,8
4244,4880,Guangdong,China,23.3417,113.4244,2020-03-05,1351.0,7.0,Beijing,25,11.6,10,8
4245,4973,Guangxi,China,23.8298,108.7881,2020-03-05,252.0,2.0,Beijing,25,11.6,10,8
4246,5066,Guizhou,China,26.8154,106.8748,2020-03-05,146.0,2.0,Beijing,25,11.6,10,8
4247,5159,Hainan,China,19.1959,109.7453,2020-03-05,168.0,6.0,Beijing,25,11.6,10,8
4248,5252,Hebei,China,39.549,116.1306,2020-03-05,318.0,6.0,Beijing,25,11.6,10,8
4249,5345,Heilongjiang,China,47.862,127.7615,2020-03-05,481.0,13.0,Beijing,25,11.6,10,8
4250,5438,Henan,China,33.882,113.614,2020-03-05,1272.0,22.0,Beijing,25,11.6,10,8
4251,5531,Hong Kong,China,22.3,114.2,2020-03-05,105.0,2.0,Beijing,25,11.6,10,8
4252,5624,Hubei,China,30.9756,112.2707,2020-03-05,67466.0,2902.0,Beijing,25,11.6,10,8
4253,5717,Hunan,China,27.6104,111.7088,2020-03-05,1018.0,4.0,Beijing,25,11.6,10,8
4254,5810,Inner Mongolia,China,44.0935,113.9448,2020-03-05,75.0,1.0,Beijing,25,11.6,10,8
4255,5903,Jiangsu,China,32.9711,119.455,2020-03-05,631.0,0.0,Beijing,25,11.6,10,8
4256,5996,Jiangxi,China,27.614,115.7221,2020-03-05,935.0,1.0,Beijing,25,11.6,10,8
4257,6089,Jilin,China,43.6661,126.1923,2020-03-05,93.0,1.0,Beijing,25,11.6,10,8
4258,6182,Liaoning,China,41.2956,122.6085,2020-03-05,125.0,1.0,Beijing,25,11.6,10,8
4259,6275,Macau,China,22.1667,113.55,2020-03-05,10.0,0.0,Beijing,25,11.6,10,8
4260,6368,Ningxia,China,37.2692,106.1655,2020-03-05,75.0,0.0,Beijing,25,11.6,10,8
4261,6461,Qinghai,China,35.7452,95.9956,2020-03-05,18.0,0.0,Beijing,25,11.6,10,8
4262,6554,Shaanxi,China,35.1917,108.8701,2020-03-05,245.0,1.0,Beijing,25,11.6,10,8
4263,6647,Shandong,China,36.3427,118.1498,2020-03-05,758.0,6.0,Beijing,25,11.6,10,8
4264,6740,Shanghai,China,31.202,121.4491,2020-03-05,339.0,3.0,Beijing,25,11.6,10,8
4265,6833,Shanxi,China,37.5777,112.2922,2020-03-05,133.0,0.0,Beijing,25,11.6,10,8
4266,6926,Sichuan,China,30.6171,102.7103,2020-03-05,539.0,3.0,Beijing,25,11.6,10,8
4267,7019,Tianjin,China,39.3054,117.323,2020-03-05,136.0,3.0,Beijing,25,11.6,10,8
4268,7112,Tibet,China,31.6927,88.0924,2020-03-05,1.0,0.0,Beijing,25,11.6,10,8
4269,7205,Xinjiang,China,41.1129,85.2401,2020-03-05,76.0,3.0,Beijing,25,11.6,10,8
4270,7298,Yunnan,China,24.974,101.487,2020-03-05,174.0,2.0,Beijing,25,11.6,10,8
4271,7391,Zhejiang,China,29.1832,120.0934,2020-03-05,1215.0,1.0,Beijing,25,11.6,10,8
4272,4416,Anhui,China,31.8257,117.2264,2020-03-06,990.0,6.0,Beijing,43,11.6,12,7
4273,4509,Beijing,China,40.1824,116.4142,2020-03-06,422.0,8.0,Beijing,43,11.6,12,7
4274,4602,Chongqing,China,30.0572,107.874,2020-03-06,576.0,6.0,Beijing,43,11.6,12,7
4275,4695,Fujian,China,26.0789,117.9874,2020-03-06,296.0,1.0,Beijing,43,11.6,12,7
4276,4788,Gansu,China,37.8099,101.0583,2020-03-06,119.0,2.0,Beijing,43,11.6,12,7
4277,4881,Guangdong,China,23.3417,113.4244,2020-03-06,1352.0,7.0,Beijing,43,11.6,12,7
4278,4974,Guangxi,China,23.8298,108.7881,2020-03-06,252.0,2.0,Beijing,43,11.6,12,7
4279,5067,Guizhou,China,26.8154,106.8748,2020-03-06,146.0,2.0,Beijing,43,11.6,12,7
4280,5160,Hainan,China,19.1959,109.7453,2020-03-06,168.0,6.0,Beijing,43,11.6,12,7
4281,5253,Hebei,China,39.549,116.1306,2020-03-06,318.0,6.0,Beijing,43,11.6,12,7
4282,5346,Heilongjiang,China,47.862,127.7615,2020-03-06,481.0,13.0,Beijing,43,11.6,12,7
4283,5439,Henan,China,33.882,113.614,2020-03-06,1272.0,22.0,Beijing,43,11.6,12,7
4284,5532,Hong Kong,China,22.3,114.2,2020-03-06,107.0,2.0,Beijing,43,11.6,12,7
4285,5625,Hubei,China,30.9756,112.2707,2020-03-06,67592.0,2931.0,Beijing,43,11.6,12,7
